,id,entry name,protein_names,tissue_specificity
672,P09238,MMP10_HUMAN,Stromelysin-2 (SL-2) (EC 3.4.24.22) (Matrix metalloproteinase-10) (MMP-10) (Transin-2),
673,P09327,VILI_HUMAN,Villin-1,"TISSUE SPECIFICITY: Specifically expressed in epithelial cells. Major component of microvilli of intestinal epithelial cells and kidney proximal tubule cells. Expressed in canalicular microvilli of hepatocytes (at protein level). {ECO:0000269|PubMed:14550699, ECO:0000269|PubMed:3453110}."
674,P09382,LEG1_HUMAN,Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1),"TISSUE SPECIFICITY: Expressed in placenta, maternal decidua and fetal membranes. Within placenta, expressed in trophoblasts, stromal cells, villous endothelium, syncytiotrophoblast apical membrane and villous stroma. Within fetal membranes, expressed in amnion, chorioamniotic mesenchyma and chorion (at protein level). Expressed in cardiac, smooth, and skeletal muscle, neurons, thymus, kidney and hematopoietic cells. {ECO:0000269|PubMed:18824694, ECO:0000269|PubMed:19497882}."
675,P09417,DHPR_HUMAN,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1),
676,P09467,F16P1_HUMAN,"Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)",TISSUE SPECIFICITY: Expressed in pancreatic islets. {ECO:0000269|PubMed:18375435}.
677,P09486,SPRC_HUMAN,SPARC (Basement-membrane protein 40) (BM-40) (Osteonectin) (ON) (Secreted protein acidic and rich in cysteine),
678,P09497,CLCB_HUMAN,Clathrin light chain B (Lcb),
679,P09525,ANXA4_HUMAN,Annexin A4 (35-beta calcimedin) (Annexin IV) (Annexin-4) (Carbohydrate-binding protein p33/p41) (Chromobindin-4) (Endonexin I) (Lipocortin IV) (P32.5) (PP4-X) (Placental anticoagulant protein II) (PAP-II) (Protein II),
680,P09543,CN37_HUMAN,"2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)",
681,P09601,HMOX1_HUMAN,Heme oxygenase 1 (HO-1) (EC 1.14.14.18) [Cleaved into: Heme oxygenase 1 soluble form],TISSUE SPECIFICITY: Expressed at higher levels in renal cancer tissue than in normal tissue (at protein level). {ECO:0000269|PubMed:20855888}.
682,P09619,PGFRB_HUMAN,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b),
683,P09669,COX6C_HUMAN,Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc),
684,P09681,GIP_HUMAN,Gastric inhibitory polypeptide (GIP) (Glucose-dependent insulinotropic polypeptide) (Incretin hormone),
685,P09758,TACD2_HUMAN,Tumor-associated calcium signal transducer 2 (Cell surface glycoprotein Trop-2) (Membrane component chromosome 1 surface marker 1) (Pancreatic carcinoma marker protein GA733-1),"TISSUE SPECIFICITY: Placenta, pancreatic carcinoma cell lines."
686,P09848,LPH_HUMAN,Lactase/phlorizin hydrolase (Lactase/glycosylceramidase) [Includes: Lactase (EC 3.2.1.108); Glycosylceramidase (EC 3.2.1.62) (Phlorizin hydrolase)],TISSUE SPECIFICITY: Specifically expressed in small intestine. {ECO:0000269|PubMed:2460343}.
687,P09874,PARP1_HUMAN,"Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-) [Cleaved into: Poly [ADP-ribose] polymerase 1, processed C-terminus (Poly [ADP-ribose] polymerase 1, 89-kDa form); Poly [ADP-ribose] polymerase 1, processed N-terminus (NT-PARP-1) (Poly [ADP-ribose] polymerase 1, 24-kDa form) (Poly [ADP-ribose] polymerase 1, 28-kDa form)]",
688,P09914,IFIT1_HUMAN,Interferon-induced protein with tetratricopeptide repeats 1 (IFIT-1) (Interferon-induced 56 kDa protein) (IFI-56K) (P56),
689,P09917,LOX5_HUMAN,Polyunsaturated fatty acid 5-lipoxygenase (EC 1.13.11.-) (Arachidonate 5-lipoxygenase) (5-LO) (5-lipoxygenase) (EC 1.13.11.34),
690,P09958,FURIN_HUMAN,Furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme) (PACE),TISSUE SPECIFICITY: Seems to be expressed ubiquitously. {ECO:0000269|PubMed:1713771}.
691,P09960,LKHA4_HUMAN,Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H) (EC 3.4.11.4),"TISSUE SPECIFICITY: Isoform 1 and isoform 2 are expressed in monocytes, lymphocytes, neutrophils, reticulocytes, platelets and fibroblasts."
692,P0CG12,DERPC_HUMAN,Decreased expression in renal and prostate cancer protein,"TISSUE SPECIFICITY: Ubiquitously expressed, with abundant expression in kidney, skeletal muscle, testis, liver, ovary, and heart and moderate expression in prostate. Expression is significantly reduced in renal and prostate tumors. No differential expression in breast cancer cells, between lobular carcinoma and normal lobules. {ECO:0000269|PubMed:12477976, ECO:0000269|PubMed:18213475}."
693,P0CG38,POTEI_HUMAN,POTE ankyrin domain family member I,
694,P0CG39,POTEJ_HUMAN,POTE ankyrin domain family member J,
695,P0DJI8,SAA1_HUMAN,Serum amyloid A-1 protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101)],"TISSUE SPECIFICITY: Expressed by the liver; secreted in plasma (at protein level). {ECO:0000269|PubMed:12973732, ECO:0000269|PubMed:4816450, ECO:0000269|PubMed:7115671}."
696,P0DJI9,SAA2_HUMAN,Serum amyloid A-2 protein (SAA2) [Cleaved into: Amyloid A2 protein (AA2)],TISSUE SPECIFICITY: Expressed by the liver; secreted in plasma. {ECO:0000269|PubMed:3183061}.
697,P0DOY3,IGLC3_HUMAN,Immunoglobulin lambda constant 3 (Ig lambda chain C region DOT) (Ig lambda chain C region NEWM) (Ig lambda-3 chain C regions),
698,P0DP01,HV108_HUMAN,Immunoglobulin heavy variable 1-8,
699,P0DP08,HVD82_HUMAN,Immunoglobulin heavy variable 4-38-2,
700,P0DTE1,HV383_HUMAN,Probable non-functional immunoglobulin heavy variable 3-38-3,
701,P10109,ADX_HUMAN,"Adrenodoxin, mitochondrial (Adrenal ferredoxin) (Ferredoxin-1) (Hepatoredoxin)",TISSUE SPECIFICITY: Highest levels in the adrenal gland (at protein level). Also detected in kidney and testis (at protein level). {ECO:0000269|PubMed:20547883}.
702,P10114,RAP2A_HUMAN,Ras-related protein Rap-2a (EC 3.6.5.2) (RbBP-30),
703,P10124,SRGN_HUMAN,Serglycin (Hematopoietic proteoglycan core protein) (Platelet proteoglycan core protein) (P.PG) (Secretory granule proteoglycan core protein),
704,P10153,RNAS2_HUMAN,Non-secretory ribonuclease (EC 4.6.1.18) (Eosinophil-derived neurotoxin) (RNase UpI-2) (Ribonuclease 2) (RNase 2) (Ribonuclease US),"TISSUE SPECIFICITY: Liver, lung, spleen, leukocytes and body fluids."
705,P10155,RO60_HUMAN,RNA-binding protein RO60 (60 kDa SS-A/Ro ribonucleoprotein) (60 kDa Ro protein) (60 kDa ribonucleoprotein Ro) (RoRNP) (Ro 60 kDa autoantigen) (Ro60 autoantigen) (Sjoegren syndrome antigen A2) (Sjoegren syndrome type A antigen) (SS-A) (TROVE domain family member 2),
706,P10253,LYAG_HUMAN,Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase) (Aglucosidase alfa) [Cleaved into: 76 kDa lysosomal alpha-glucosidase; 70 kDa lysosomal alpha-glucosidase],
707,P10301,RRAS_HUMAN,Ras-related protein R-Ras (EC 3.6.5.-) (p23),
708,P10323,ACRO_HUMAN,Acrosin (EC 3.4.21.10) [Cleaved into: Acrosin light chain; Acrosin heavy chain],
709,P10412,H14_HUMAN,Histone H1.4 (Histone H1b) (Histone H1s-4),
710,P10586,PTPRF_HUMAN,Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR),
711,P10599,THIO_HUMAN,Thioredoxin (Trx) (ATL-derived factor) (ADF) (Surface-associated sulphydryl protein) (SASP) (allergen Hom s Trx),
712,P10643,CO7_HUMAN,Complement component C7,
713,P10644,KAP0_HUMAN,cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1) (TSE1),"TISSUE SPECIFICITY: Four types of regulatory chains are found: I-alpha, I-beta, II-alpha, and II-beta. Their expression varies among tissues and is in some cases constitutive and in others inducible."
714,P10645,CMGA_HUMAN,Chromogranin-A (CgA) (Pituitary secretory protein I) (SP-I) [Cleaved into: Vasostatin-1 (Vasostatin I); Vasostatin-2 (Vasostatin II); EA-92; ES-43; Pancreastatin; SS-18; WA-8; WE-14; LF-19; Catestatin (SL21); AL-11; GV-19; GR-44; ER-37; GE-25; Serpinin-RRG; Serpinin; p-Glu serpinin precursor],"TISSUE SPECIFICITY: Detected in cerebrospinal fluid (at protein level) (PubMed:25326458). Detected in urine (at protein level) (PubMed:37453717). {ECO:0000269|PubMed:25326458, ECO:0000269|PubMed:37453717}.; TISSUE SPECIFICITY: [GE-25]: Found in the brain. {ECO:0000269|PubMed:7535395}."
715,P10720,PF4V_HUMAN,Platelet factor 4 variant (C-X-C motif chemokine 4 variant) (CXCL4L1) (PF4alt) (PF4var1) [Cleaved into: Platelet factor 4 variant(4-74); Platelet factor 4 variant(5-74); Platelet factor 4 variant(6-74)],
716,P10721,KIT_HUMAN,Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Piebald trait protein) (PBT) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (p145 c-kit) (v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog) (CD antigen CD117),"TISSUE SPECIFICITY: [Isoform 3]: In testis, detected in spermatogonia in the basal layer and in interstitial Leydig cells but not in Sertoli cells or spermatocytes inside the seminiferous tubules (at protein level) (PubMed:20601678). Expression is maintained in ejaculated spermatozoa (at protein level) (PubMed:20601678). {ECO:0000269|PubMed:20601678}."
717,P10809,CH60_HUMAN,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (Heat shock protein family D member 1) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)",
718,P11021,BIP_HUMAN,Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),
719,P11047,LAMC1_HUMAN,Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma),TISSUE SPECIFICITY: Found in the basement membranes (major component).
720,P11055,MYH3_HUMAN,"Myosin-3 (Muscle embryonic myosin heavy chain) (Myosin heavy chain 3) (Myosin heavy chain, fast skeletal muscle, embryonic) (SMHCE)","TISSUE SPECIFICITY: Expressed in fetal bone, thymus, placenta, heart, brain, and liver. {ECO:0000269|PubMed:25957469}."
721,P11166,GTR1_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)",TISSUE SPECIFICITY: Detected in erythrocytes (at protein level). Expressed at variable levels in many human tissues. {ECO:0000269|PubMed:23219802}.
722,P11168,GTR2_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 2 (Glucose transporter type 2, liver) (GLUT-2)","TISSUE SPECIFICITY: Liver, insulin-producing beta cell, small intestine and kidney. {ECO:0000269|PubMed:3399500, ECO:0000269|PubMed:8457197}."
723,P11177,ODPB_HUMAN,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)",
724,P11182,ODB2_HUMAN,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (52 kDa mitochondrial autoantigen of primary biliary cirrhosis) (Branched chain 2-oxo-acid dehydrogenase complex component E2) (BCOADC-E2) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (BCKDH-E2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)",
725,P11215,ITAM_HUMAN,Integrin alpha-M (CD11 antigen-like family member B) (CR-3 alpha chain) (Cell surface glycoprotein MAC-1 subunit alpha) (Leukocyte adhesion receptor MO1) (Neutrophil adherence receptor) (CD antigen CD11b),"TISSUE SPECIFICITY: Predominantly expressed in monocytes and granulocytes (PubMed:1346576). Expressed in neutrophils (at protein level) (PubMed:21193407). {ECO:0000269|PubMed:1346576, ECO:0000269|PubMed:21193407}."
726,P11216,PYGB_HUMAN,"Glycogen phosphorylase, brain form (EC 2.4.1.1)",
727,P11217,PYGM_HUMAN,"Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase)",
728,P11226,MBL2_HUMAN,Mannose-binding protein C (MBP-C) (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin),TISSUE SPECIFICITY: Plasma protein produced mainly in the liver. {ECO:0000269|PubMed:18006063}.
729,P11277,SPTB1_HUMAN,"Spectrin beta chain, erythrocytic (Beta-I spectrin)",
730,P11279,LAMP1_HUMAN,Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a),
731,P11387,TOP1_HUMAN,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I),TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.
732,P11388,TOP2A_HUMAN,"DNA topoisomerase 2-alpha (EC 5.6.2.2) (DNA topoisomerase II, alpha isozyme)","TISSUE SPECIFICITY: Expressed in the tonsil, spleen, lymph node, thymus, skin, pancreas, testis, colon, kidney, liver, brain and lung (PubMed:9155056). Also found in high-grade lymphomas, squamous cell lung tumors and seminomas (PubMed:9155056). {ECO:0000269|PubMed:9155056}."
733,P11413,G6PD_HUMAN,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49),"TISSUE SPECIFICITY: Isoform Long is found in lymphoblasts, granulocytes and sperm."
734,P11498,PYC_HUMAN,"Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)",
735,P11509,CP2A6_HUMAN,"Cytochrome P450 2A6 (EC 1.14.14.-) (1,4-cineole 2-exo-monooxygenase) (CYPIIA6) (Coumarin 7-hydroxylase) (Cytochrome P450 IIA3) (Cytochrome P450(I))","TISSUE SPECIFICITY: Liver. {ECO:0000269|PubMed:1889415, ECO:0000269|PubMed:1944238}."
736,P11511,CP19A_HUMAN,Aromatase (EC 1.14.14.14) (CYPXIX) (Cytochrome P-450AROM) (Cytochrome P450 19A1) (Estrogen synthase),"TISSUE SPECIFICITY: Widely expressed, including in adult and fetal brain, placenta, skin fibroblasts, adipose tissue and gonads. {ECO:0000269|PubMed:2040633, ECO:0000269|PubMed:3018730, ECO:0000269|PubMed:7690033, ECO:0000269|PubMed:8117272}."
737,P11532,DMD_HUMAN,Dystrophin,"TISSUE SPECIFICITY: Expressed in muscle fibers accumulating in the costameres of myoplasm at the sarcolemma. Expressed in brain, muscle, kidney, lung and testis. Most tissues contain transcripts of multiple isoforms. Isoform 15: Only isoform to be detected in heart and liver and is also expressed in brain, testis and hepatoma cells. {ECO:0000269|PubMed:1319059, ECO:0000269|PubMed:16000376, ECO:0000269|PubMed:8541829}."
738,P11678,PERE_HUMAN,Eosinophil peroxidase (EPO) (EC 1.11.1.7) [Cleaved into: Eosinophil peroxidase light chain; Eosinophil peroxidase heavy chain],
739,P11717,MPRI_HUMAN,Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222),
740,P11766,ADHX_HUMAN,Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284),
741,P11908,PRPS2_HUMAN,Ribose-phosphate pyrophosphokinase 2 (EC 2.7.6.1) (PPRibP) (Phosphoribosyl pyrophosphate synthase II) (PRS-II),
742,P12004,PCNA_HUMAN,Proliferating cell nuclear antigen (PCNA) (Cyclin),
743,P12035,K2C3_HUMAN,"Keratin, type II cytoskeletal 3 (65 kDa cytokeratin) (Cytokeratin-3) (CK-3) (Keratin-3) (K3) (Type-II keratin Kb3)",TISSUE SPECIFICITY: Cornea specific.
744,P12036,NFH_HUMAN,Neurofilament heavy polypeptide (NF-H) (200 kDa neurofilament protein) (Neurofilament triplet H protein),
745,P12074,CX6A1_HUMAN,"Cytochrome c oxidase subunit 6A1, mitochondrial (Cytochrome c oxidase polypeptide VIa-liver) (Cytochrome c oxidase subunit VIA-liver) (COX VIa-L)",
746,P12104,FABPI_HUMAN,"Fatty acid-binding protein, intestinal (Fatty acid-binding protein 2) (Intestinal-type fatty acid-binding protein) (I-FABP)",TISSUE SPECIFICITY: Expressed in the small intestine and at much lower levels in the large intestine. Highest expression levels in the jejunum. {ECO:0000269|PubMed:14563446}.
747,P12110,CO6A2_HUMAN,Collagen alpha-2(VI) chain,
748,P12111,CO6A3_HUMAN,Collagen alpha-3(VI) chain,
749,P12236,ADT3_HUMAN,"ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]",TISSUE SPECIFICITY: Expressed in erythrocytes (at protein level). {ECO:0000269|PubMed:27641616}.
750,P12270,TPR_HUMAN,Nucleoprotein TPR (Megator) (NPC-associated intranuclear protein) (Translocated promoter region protein),"TISSUE SPECIFICITY: Expressed in esophagus, ovary, liver, skin, smooth muscles, cerebrum and fetal cerebellum (at protein level). Highest in testis, lung, thymus, spleen and brain, lower levels in heart, liver and kidney. {ECO:0000269|PubMed:12424524, ECO:0000269|PubMed:9024684}."
